time,x,xdot,y,ydot,theta,thetadot,thrust,alpha,x_err,y_err
16.7,1.69753e-08,-7.00083e-136,0,0,6.99353e-09,-2.85458e-136,0,0,1.69753e-08,-0.5
16.7167,1.69753e-08,-3.50041e-136,0,0,6.99353e-09,-1.42729e-136,0,0,1.69753e-08,-0.5
16.7333,1.69753e-08,-1.75021e-136,0,0,6.99353e-09,-7.13645e-137,0,0,1.69753e-08,-0.5
16.75,1.69753e-08,-8.75104e-137,0,0,6.99353e-09,-3.56823e-137,0,0,1.69753e-08,-0.5
16.7667,1.69753e-08,-4.37552e-137,0,0,6.99353e-09,-1.78411e-137,0,0,1.69753e-08,-0.5
16.7833,1.69753e-08,-2.18776e-137,0,0,6.99353e-09,-8.92056e-138,0,0,1.69753e-08,-0.5
16.8,1.69753e-08,-1.09388e-137,0,0,6.99353e-09,-4.46028e-138,0,0,1.69753e-08,-0.5
16.8167,1.69753e-08,-5.4694e-138,0,0,6.99353e-09,-2.23014e-138,0,0,1.69753e-08,-0.5
16.8333,1.69753e-08,-2.7347e-138,0,0,6.99353e-09,-1.11507e-138,0,0,1.69753e-08,-0.5
16.85,1.69753e-08,-1.36735e-138,0,0,6.99353e-09,-5.57535e-139,0,0,1.69753e-08,-0.5
16.8667,1.69753e-08,-6.83675e-139,0,0,6.99353e-09,-2.78768e-139,0,0,1.69753e-08,-0.5
16.8833,1.69753e-08,-3.41837e-139,0,0,6.99353e-09,-1.39384e-139,0,0,1.69753e-08,-0.5
16.9,1.69753e-08,-1.70919e-139,0,0,6.99353e-09,-6.96919e-140,0,0,1.69753e-08,-0.5
16.9167,1.69753e-08,-8.54593e-140,0,0,6.99353e-09,-3.48459e-140,0,0,1.69753e-08,-0.5
16.9333,1.69753e-08,-4.27297e-140,0,0,6.99353e-09,-1.7423e-140,0,0,1.69753e-08,-0.5
16.95,1.69753e-08,-2.13648e-140,0,0,6.99353e-09,-8.71149e-141,0,0,1.69753e-08,-0.5
16.9667,1.69753e-08,-1.06824e-140,0,0,6.99353e-09,-4.35574e-141,0,0,1.69753e-08,-0.5
16.9833,1.69753e-08,-5.34121e-141,0,0,6.99353e-09,-2.17787e-141,0,0,1.69753e-08,-0.5
17,1.69753e-08,-2.6706e-141,0,0,6.99353e-09,-1.08894e-141,0,0,1.69753e-08,-0.5
17.0167,1.69753e-08,-1.3353e-141,0,0,6.99353e-09,-5.44468e-142,0,0,1.69753e-08,-0.5
17.0333,1.69753e-08,-6.67651e-142,0,0,6.99353e-09,-2.72234e-142,0,0,1.69753e-08,-0.5
17.05,1.69753e-08,-3.33826e-142,0,0,6.99353e-09,-1.36117e-142,0,0,1.69753e-08,-0.5
17.0667,1.69753e-08,-1.66913e-142,0,0,6.99353e-09,-6.80585e-143,0,0,1.69753e-08,-0.5
17.0833,1.69753e-08,-8.34564e-143,0,0,6.99353e-09,-3.40292e-143,0,0,1.69753e-08,-0.5
17.1,1.69753e-08,-4.17282e-143,0,0,6.99353e-09,-1.70146e-143,0,0,1.69753e-08,-0.5
17.1167,1.69753e-08,-2.08641e-143,0,0,6.99353e-09,-8.50731e-144,0,0,1.69753e-08,-0.5
17.1333,1.69753e-08,-1.0432e-143,0,0,6.99353e-09,-4.25366e-144,0,0,1.69753e-08,-0.5
17.15,1.69753e-08,-5.21602e-144,0,0,6.99353e-09,-2.12683e-144,0,0,1.69753e-08,-0.5
17.1667,1.69753e-08,-2.60801e-144,0,0,6.99353e-09,-1.06341e-144,0,0,1.69753e-08,-0.5
17.1833,1.69753e-08,-1.30401e-144,0,0,6.99353e-09,-5.31707e-145,0,0,1.69753e-08,-0.5
17.2,1.69753e-08,-6.52003e-145,0,0,6.99353e-09,-2.65853e-145,0,0,1.69753e-08,-0.5
17.2167,1.69753e-08,-3.26002e-145,0,0,6.99353e-09,-1.32927e-145,0,0,1.69753e-08,-0.5
17.2333,1.69753e-08,-1.63001e-145,0,0,6.99353e-09,-6.64634e-146,0,0,1.69753e-08,-0.5
17.25,1.69753e-08,-8.15004e-146,0,0,6.99353e-09,-3.32317e-146,0,0,1.69753e-08,-0.5
17.2667,1.69753e-08,-4.07502e-146,0,0,6.99353e-09,-1.66158e-146,0,0,1.69753e-08,-0.5
17.2833,1.69753e-08,-2.03751e-146,0,0,6.99353e-09,-8.30792e-147,0,0,1.69753e-08,-0.5
17.3,1.69753e-08,-1.01875e-146,0,0,6.99353e-09,-4.15396e-147,0,0,1.69753e-08,-0.5
17.3167,1.69753e-08,-5.09377e-147,0,0,6.99353e-09,-2.07698e-147,0,0,1.69753e-08,-0.5
17.3333,1.69753e-08,-2.54689e-147,0,0,6.99353e-09,-1.03849e-147,0,0,1.69753e-08,-0.5
17.35,1.69753e-08,-1.27344e-147,0,0,6.99353e-09,-5.19245e-148,0,0,1.69753e-08,-0.5
17.3667,1.69753e-08,-6.36722e-148,0,0,6.99353e-09,-2.59623e-148,0,0,1.69753e-08,-0.5
17.3833,1.69753e-08,-3.18361e-148,0,0,6.99353e-09,-1.29811e-148,0,0,1.69753e-08,-0.5
17.4,1.69753e-08,-1.5918e-148,0,0,6.99353e-09,-6.49056e-149,0,0,1.69753e-08,-0.5
17.4167,1.69753e-08,-7.95902e-149,0,0,6.99353e-09,-3.24528e-149,0,0,1.69753e-08,-0.5
17.4333,1.69753e-08,-3.97951e-149,0,0,6.99353e-09,-1.62264e-149,0,0,1.69753e-08,-0.5
17.45,1.69753e-08,-1.98976e-149,0,0,6.99353e-09,-8.1132e-150,0,0,1.69753e-08,-0.5
17.4667,1.69753e-08,-9.94878e-150,0,0,6.99353e-09,-4.0566e-150,0,0,1.69753e-08,-0.5
17.4833,1.69753e-08,-4.97439e-150,0,0,6.99353e-09,-2.0283e-150,0,0,1.69753e-08,-0.5
17.5,1.69753e-08,-2.48719e-150,0,0,6.99353e-09,-1.01415e-150,0,0,1.69753e-08,-0.5
17.5167,1.69753e-08,-1.2436e-150,0,0,6.99353e-09,-5.07075e-151,0,0,1.69753e-08,-0.5
17.5333,1.69753e-08,-6.21799e-151,0,0,6.99353e-09,-2.53538e-151,0,0,1.69753e-08,-0.5
17.55,1.69753e-08,-3.10899e-151,0,0,6.99353e-09,-1.26769e-151,0,0,1.69753e-08,-0.5
17.5667,1.69753e-08,-1.5545e-151,0,0,6.99353e-09,-6.33844e-152,0,0,1.69753e-08,-0.5
17.5833,1.69753e-08,-7.77248e-152,0,0,6.99353e-09,-3.16922e-152,0,0,1.69753e-08,-0.5
17.6,1.69753e-08,-3.88624e-152,0,0,6.99353e-09,-1.58461e-152,0,0,1.69753e-08,-0.5
17.6167,1.69753e-08,-1.94312e-152,0,0,6.99353e-09,-7.92305e-153,0,0,1.69753e-08,-0.5
17.6333,1.69753e-08,-9.7156e-153,0,0,6.99353e-09,-3.96153e-153,0,0,1.69753e-08,-0.5
17.65,1.69753e-08,-4.8578e-153,0,0,6.99353e-09,-1.98076e-153,0,0,1.69753e-08,-0.5
17.6667,1.69753e-08,-2.4289e-153,0,0,6.99353e-09,-9.90381e-154,0,0,1.69753e-08,-0.5
17.6833,1.69753e-08,-1.21445e-153,0,0,6.99353e-09,-4.95191e-154,0,0,1.69753e-08,-0.5
17.7,1.69753e-08,-6.07225e-154,0,0,6.99353e-09,-2.47595e-154,0,0,1.69753e-08,-0.5
17.7167,1.69753e-08,-3.03613e-154,0,0,6.99353e-09,-1.23798e-154,0,0,1.69753e-08,-0.5
17.7333,1.69753e-08,-1.51806e-154,0,0,6.99353e-09,-6.18988e-155,0,0,1.69753e-08,-0.5
17.75,1.69753e-08,-7.59031e-155,0,0,6.99353e-09,-3.09494e-155,0,0,1.69753e-08,-0.5
17.7667,1.69753e-08,-3.79516e-155,0,0,6.99353e-09,-1.54747e-155,0,0,1.69753e-08,-0.5
17.7833,1.69753e-08,-1.89758e-155,0,0,6.99353e-09,-7.73735e-156,0,0,1.69753e-08,-0.5
17.8,1.69753e-08,-9.48789e-156,0,0,6.99353e-09,-3.86868e-156,0,0,1.69753e-08,-0.5
17.8167,1.69753e-08,-4.74395e-156,0,0,6.99353e-09,-1.93434e-156,0,0,1.69753e-08,-0.5
17.8333,1.69753e-08,-2.37197e-156,0,0,6.99353e-09,-9.67169e-157,0,0,1.69753e-08,-0.5
17.85,1.69753e-08,-1.18599e-156,0,0,6.99353e-09,-4.83585e-157,0,0,1.69753e-08,-0.5
17.8667,1.69753e-08,-5.92993e-157,0,0,6.99353e-09,-2.41792e-157,0,0,1.69753e-08,-0.5
17.8833,1.69753e-08,-2.96497e-157,0,0,6.99353e-09,-1.20896e-157,0,0,1.69753e-08,-0.5
17.9,1.69753e-08,-1.48248e-157,0,0,6.99353e-09,-6.04481e-158,0,0,1.69753e-08,-0.5
17.9167,1.69753e-08,-7.41242e-158,0,0,6.99353e-09,-3.0224e-158,0,0,1.69753e-08,-0.5
17.9333,1.69753e-08,-3.70621e-158,0,0,6.99353e-09,-1.5112e-158,0,0,1.69753e-08,-0.5
17.95,1.69753e-08,-1.8531e-158,0,0,6.99353e-09,-7.55601e-159,0,0,1.69753e-08,-0.5
17.9667,1.69753e-08,-9.26552e-159,0,0,6.99353e-09,-3.77801e-159,0,0,1.69753e-08,-0.5
17.9833,1.69753e-08,-4.63276e-159,0,0,6.99353e-09,-1.889e-159,0,0,1.69753e-08,-0.5
18,1.69753e-08,-2.31638e-159,0,0,6.99353e-09,-9.44501e-160,0,0,1.69753e-08,-0.5
18.0167,1.69753e-08,-1.15819e-159,0,0,6.99353e-09,-4.72251e-160,0,0,1.69753e-08,-0.5
18.0333,1.69753e-08,-5.79095e-160,0,0,6.99353e-09,-2.36125e-160,0,0,1.69753e-08,-0.5
18.05,1.69753e-08,-2.89548e-160,0,0,6.99353e-09,-1.18063e-160,0,0,1.69753e-08,-0.5
18.0667,1.69753e-08,-1.44774e-160,0,0,6.99353e-09,-5.90313e-161,0,0,1.69753e-08,-0.5
18.0833,1.69753e-08,-7.23869e-161,0,0,6.99353e-09,-2.95157e-161,0,0,1.69753e-08,-0.5
18.1,1.69753e-08,-3.61934e-161,0,0,6.99353e-09,-1.47578e-161,0,0,1.69753e-08,-0.5
18.1167,1.69753e-08,-1.80967e-161,0,0,6.99353e-09,-7.37892e-162,0,0,1.69753e-08,-0.5
18.1333,1.69753e-08,-9.04836e-162,0,0,6.99353e-09,-3.68946e-162,0,0,1.69753e-08,-0.5
18.15,1.69753e-08,-4.52418e-162,0,0,6.99353e-09,-1.84473e-162,0,0,1.69753e-08,-0.5
18.1667,1.69753e-08,-2.26209e-162,0,0,6.99353e-09,-9.22365e-163,0,0,1.69753e-08,-0.5
18.1833,1.69753e-08,-1.13105e-162,0,0,6.99353e-09,-4.61182e-163,0,0,1.69753e-08,-0.5
18.2,1.69753e-08,-5.65523e-163,0,0,6.99353e-09,-2.30591e-163,0,0,1.69753e-08,-0.5
18.2167,1.69753e-08,-2.82761e-163,0,0,6.99353e-09,-1.15296e-163,0,0,1.69753e-08,-0.5
18.2333,1.69753e-08,-1.41381e-163,0,0,6.99353e-09,-5.76478e-164,0,0,1.69753e-08,-0.5
18.25,1.69753e-08,-7.06903e-164,0,0,6.99353e-09,-2.88239e-164,0,0,1.69753e-08,-0.5
18.2667,1.69753e-08,-3.53452e-164,0,0,6.99353e-09,-1.44119e-164,0,0,1.69753e-08,-0.5
18.2833,1.69753e-08,-1.76726e-164,0,0,6.99353e-09,-7.20597e-165,0,0,1.69753e-08,-0.5
18.3,1.69753e-08,-8.83629e-165,0,0,6.99353e-09,-3.60299e-165,0,0,1.69753e-08,-0.5
18.3167,1.69753e-08,-4.41814e-165,0,0,6.99353e-09,-1.80149e-165,0,0,1.69753e-08,-0.5
18.3333,1.69753e-08,-2.20907e-165,0,0,6.99353e-09,-9.00747e-166,0,0,1.69753e-08,-0.5
18.35,1.69753e-08,-1.10454e-165,0,0,6.99353e-09,-4.50373e-166,0,0,1.69753e-08,-0.5
18.3667,1.69753e-08,-5.52268e-166,0,0,6.99353e-09,-2.25187e-166,0,0,1.69753e-08,-0.5
18.3833,1.69753e-08,-2.76134e-166,0,0,6.99353e-09,-1.12593e-166,0,0,1.69753e-08,-0.5
18.4,1.69753e-08,-1.38067e-166,0,0,6.99353e-09,-5.62967e-167,0,0,1.69753e-08,-0.5
18.4167,1.69753e-08,-6.90335e-167,0,0,6.99353e-09,-2.81483e-167,0,0,1.69753e-08,-0.5
18.4333,1.69753e-08,-3.45168e-167,0,0,6.99353e-09,-1.40742e-167,0,0,1.69753e-08,-0.5
18.45,1.69753e-08,-1.72584e-167,0,0,6.99353e-09,-7.03708e-168,0,0,1.69753e-08,-0.5
18.4667,1.69753e-08,-8.62919e-168,0,0,6.99353e-09,-3.51854e-168,0,0,1.69753e-08,-0.5
18.4833,1.69753e-08,-4.31459e-168,0,0,6.99353e-09,-1.75927e-168,0,0,1.69753e-08,-0.5
18.5,1.69753e-08,-2.1573e-168,0,0,6.99353e-09,-8.79635e-169,0,0,1.69753e-08,-0.5
18.5167,1.69753e-08,-1.07865e-168,0,0,6.99353e-09,-4.39818e-169,0,0,1.69753e-08,-0.5
18.5333,1.69753e-08,-5.39324e-169,0,0,6.99353e-09,-2.19909e-169,0,0,1.69753e-08,-0.5
18.55,1.69753e-08,-2.69662e-169,0,0,6.99353e-09,-1.09954e-169,0,0,1.69753e-08,-0.5
18.5667,1.69753e-08,-1.34831e-169,0,0,6.99353e-09,-5.49772e-170,0,0,1.69753e-08,-0.5
18.5833,1.69753e-08,-6.74155e-170,0,0,6.99353e-09,-2.74886e-170,0,0,1.69753e-08,-0.5
18.6,1.69753e-08,-3.37078e-170,0,0,6.99353e-09,-1.37443e-170,0,0,1.69753e-08,-0.5
18.6167,1.69753e-08,-1.68539e-170,0,0,6.99353e-09,-6.87215e-171,0,0,1.69753e-08,-0.5
18.6333,1.69753e-08,-8.42694e-171,0,0,6.99353e-09,-3.43608e-171,0,0,1.69753e-08,-0.5
18.65,1.69753e-08,-4.21347e-171,0,0,6.99353e-09,-1.71804e-171,0,0,1.69753e-08,-0.5
18.6667,1.69753e-08,-2.10674e-171,0,0,6.99353e-09,-8.59019e-172,0,0,1.69753e-08,-0.5
18.6833,1.69753e-08,-1.05337e-171,0,0,6.99353e-09,-4.29509e-172,0,0,1.69753e-08,-0.5
18.7,1.69753e-08,-5.26684e-172,0,0,6.99353e-09,-2.14755e-172,0,0,1.69753e-08,-0.5
18.7167,1.69753e-08,-2.63342e-172,0,0,6.99353e-09,-1.07377e-172,0,0,1.69753e-08,-0.5
18.7333,1.69753e-08,-1.31671e-172,0,0,6.99353e-09,-5.36887e-173,0,0,1.69753e-08,-0.5
18.75,1.69753e-08,-6.58355e-173,0,0,6.99353e-09,-2.68443e-173,0,0,1.69753e-08,-0.5
18.7667,1.69753e-08,-3.29177e-173,0,0,6.99353e-09,-1.34222e-173,0,0,1.69753e-08,-0.5
18.7833,1.69753e-08,-1.64589e-173,0,0,6.99353e-09,-6.71109e-174,0,0,1.69753e-08,-0.5
18.8,1.69753e-08,-8.22944e-174,0,0,6.99353e-09,-3.35554e-174,0,0,1.69753e-08,-0.5
18.8167,1.69753e-08,-4.11472e-174,0,0,6.99353e-09,-1.67777e-174,0,0,1.69753e-08,-0.5
18.8333,1.69753e-08,-2.05736e-174,0,0,6.99353e-09,-8.38886e-175,0,0,1.69753e-08,-0.5
18.85,1.69753e-08,-1.02868e-174,0,0,6.99353e-09,-4.19443e-175,0,0,1.69753e-08,-0.5
18.8667,1.69753e-08,-5.1434e-175,0,0,6.99353e-09,-2.09721e-175,0,0,1.69753e-08,-0.5
18.8833,1.69753e-08,-2.5717e-175,0,0,6.99353e-09,-1.04861e-175,0,0,1.69753e-08,-0.5
18.9,1.69753e-08,-1.28585e-175,0,0,6.99353e-09,-5.24304e-176,0,0,1.69753e-08,-0.5
18.9167,1.69753e-08,-6.42925e-176,0,0,6.99353e-09,-2.62152e-176,0,0,1.69753e-08,-0.5
18.9333,1.69753e-08,-3.21462e-176,0,0,6.99353e-09,-1.31076e-176,0,0,1.69753e-08,-0.5
18.95,1.69753e-08,-1.60731e-176,0,0,6.99353e-09,-6.55379e-177,0,0,1.69753e-08,-0.5
18.9667,1.69753e-08,-8.03656e-177,0,0,6.99353e-09,-3.2769e-177,0,0,1.69753e-08,-0.5
18.9833,1.69753e-08,-4.01828e-177,0,0,6.99353e-09,-1.63845e-177,0,0,1.69753e-08,-0.5
19,1.69753e-08,-2.00914e-177,0,0,6.99353e-09,-8.19224e-178,0,0,1.69753e-08,-0.5
19.0167,1.69753e-08,-1.00457e-177,0,0,6.99353e-09,-4.09612e-178,0,0,1.69753e-08,-0.5
19.0333,1.69753e-08,-5.02285e-178,0,0,6.99353e-09,-2.04806e-178,0,0,1.69753e-08,-0.5
19.05,1.69753e-08,-2.51142e-178,0,0,6.99353e-09,-1.02403e-178,0,0,1.69753e-08,-0.5
19.0667,1.69753e-08,-1.25571e-178,0,0,6.99353e-09,-5.12015e-179,0,0,1.69753e-08,-0.5
19.0833,1.69753e-08,-6.27856e-179,0,0,6.99353e-09,-2.56008e-179,0,0,1.69753e-08,-0.5
19.1,1.69753e-08,-3.13928e-179,0,0,6.99353e-09,-1.28004e-179,0,0,1.69753e-08,-0.5
19.1167,1.69753e-08,-1.56964e-179,0,0,6.99353e-09,-6.40019e-180,0,0,1.69753e-08,-0.5
19.1333,1.69753e-08,-7.8482e-180,0,0,6.99353e-09,-3.20009e-180,0,0,1.69753e-08,-0.5
19.15,1.69753e-08,-3.9241e-180,0,0,6.99353e-09,-1.60005e-180,0,0,1.69753e-08,-0.5
19.1667,1.69753e-08,-1.96205e-180,0,0,6.99353e-09,-8.00024e-181,0,0,1.69753e-08,-0.5
19.1833,1.69753e-08,-9.81025e-181,0,0,6.99353e-09,-4.00012e-181,0,0,1.69753e-08,-0.5
19.2,1.69753e-08,-4.90513e-181,0,0,6.99353e-09,-2.00006e-181,0,0,1.69753e-08,-0.5
19.2167,1.69753e-08,-2.45256e-181,0,0,6.99353e-09,-1.00003e-181,0,0,1.69753e-08,-0.5
19.2333,1.69753e-08,-1.22628e-181,0,0,6.99353e-09,-5.00015e-182,0,0,1.69753e-08,-0.5
19.25,1.69753e-08,-6.13141e-182,0,0,6.99353e-09,-2.50007e-182,0,0,1.69753e-08,-0.5
19.2667,1.69753e-08,-3.0657e-182,0,0,6.99353e-09,-1.25004e-182,0,0,1.69753e-08,-0.5
19.2833,1.69753e-08,-1.53285e-182,0,0,6.99353e-09,-6.25019e-183,0,0,1.69753e-08,-0.5
19.3,1.69753e-08,-7.66426e-183,0,0,6.99353e-09,-3.12509e-183,0,0,1.69753e-08,-0.5
19.3167,1.69753e-08,-3.83213e-183,0,0,6.99353e-09,-1.56255e-183,0,0,1.69753e-08,-0.5
19.3333,1.69753e-08,-1.91606e-183,0,0,6.99353e-09,-7.81273e-184,0,0,1.69753e-08,-0.5
19.35,1.69753e-08,-9.58032e-184,0,0,6.99353e-09,-3.90637e-184,0,0,1.69753e-08,-0.5
19.3667,1.69753e-08,-4.79016e-184,0,0,6.99353e-09,-1.95318e-184,0,0,1.69753e-08,-0.5
19.3833,1.69753e-08,-2.39508e-184,0,0,6.99353e-09,-9.76591e-185,0,0,1.69753e-08,-0.5
19.4,1.69753e-08,-1.19754e-184,0,0,6.99353e-09,-4.88296e-185,0,0,1.69753e-08,-0.5
19.4167,1.69753e-08,-5.9877e-185,0,0,6.99353e-09,-2.44148e-185,0,0,1.69753e-08,-0.5
19.4333,1.69753e-08,-2.99385e-185,0,0,6.99353e-09,-1.22074e-185,0,0,1.69753e-08,-0.5
19.45,1.69753e-08,-1.49693e-185,0,0,6.99353e-09,-6.1037e-186,0,0,1.69753e-08,-0.5
19.4667,1.69753e-08,-7.48463e-186,0,0,6.99353e-09,-3.05185e-186,0,0,1.69753e-08,-0.5
19.4833,1.69753e-08,-3.74231e-186,0,0,6.99353e-09,-1.52592e-186,0,0,1.69753e-08,-0.5
19.5,1.69753e-08,-1.87116e-186,0,0,6.99353e-09,-7.62962e-187,0,0,1.69753e-08,-0.5
19.5167,1.69753e-08,-9.35579e-187,0,0,6.99353e-09,-3.81481e-187,0,0,1.69753e-08,-0.5
19.5333,1.69753e-08,-4.67789e-187,0,0,6.99353e-09,-1.90741e-187,0,0,1.69753e-08,-0.5
19.55,1.69753e-08,-2.33895e-187,0,0,6.99353e-09,-9.53703e-188,0,0,1.69753e-08,-0.5
19.5667,1.69753e-08,-1.16947e-187,0,0,6.99353e-09,-4.76851e-188,0,0,1.69753e-08,-0.5
19.5833,1.69753e-08,-5.84737e-188,0,0,6.99353e-09,-2.38426e-188,0,0,1.69753e-08,-0.5
19.6,1.69753e-08,-2.92368e-188,0,0,6.99353e-09,-1.19213e-188,0,0,1.69753e-08,-0.5
19.6167,1.69753e-08,-1.46184e-188,0,0,6.99353e-09,-5.96064e-189,0,0,1.69753e-08,-0.5
19.6333,1.69753e-08,-7.30921e-189,0,0,6.99353e-09,-2.98032e-189,0,0,1.69753e-08,-0.5
19.65,1.69753e-08,-3.6546e-189,0,0,6.99353e-09,-1.49016e-189,0,0,1.69753e-08,-0.5
19.6667,1.69753e-08,-1.8273e-189,0,0,6.99353e-09,-7.4508e-190,0,0,1.69753e-08,-0.5
19.6833,1.69753e-08,-9.13651e-190,0,0,6.99353e-09,-3.7254e-190,0,0,1.69753e-08,-0.5
19.7,1.69753e-08,-4.56825e-190,0,0,6.99353e-09,-1.8627e-190,0,0,1.69753e-08,-0.5
19.7167,1.69753e-08,-2.28413e-190,0,0,6.99353e-09,-9.3135e-191,0,0,1.69753e-08,-0.5
19.7333,1.69753e-08,-1.14206e-190,0,0,6.99353e-09,-4.65675e-191,0,0,1.69753e-08,-0.5
19.75,1.69753e-08,-5.71032e-191,0,0,6.99353e-09,-2.32838e-191,0,0,1.69753e-08,-0.5
19.7667,1.69753e-08,-2.85516e-191,0,0,6.99353e-09,-1.16419e-191,0,0,1.69753e-08,-0.5
19.7833,1.69753e-08,-1.42758e-191,0,0,6.99353e-09,-5.82094e-192,0,0,1.69753e-08,-0.5
19.8,1.69753e-08,-7.1379e-192,0,0,6.99353e-09,-2.91047e-192,0,0,1.69753e-08,-0.5
19.8167,1.69753e-08,-3.56895e-192,0,0,6.99353e-09,-1.45523e-192,0,0,1.69753e-08,-0.5
19.8333,1.69753e-08,-1.78447e-192,0,0,6.99353e-09,-7.27617e-193,0,0,1.69753e-08,-0.5
19.85,1.69753e-08,-8.92237e-193,0,0,6.99353e-09,-3.63809e-193,0,0,1.69753e-08,-0.5
19.8667,1.69753e-08,-4.46119e-193,0,0,6.99353e-09,-1.81904e-193,0,0,1.69753e-08,-0.5
19.8833,1.69753e-08,-2.23059e-193,0,0,6.99353e-09,-9.09522e-194,0,0,1.69753e-08,-0.5
19.9,1.69753e-08,-1.1153e-193,0,0,6.99353e-09,-4.54761e-194,0,0,1.69753e-08,-0.5
19.9167,1.69753e-08,-5.57648e-194,0,0,6.99353e-09,-2.2738e-194,0,0,1.69753e-08,-0.5
19.9333,1.69753e-08,-2.78824e-194,0,0,6.99353e-09,-1.1369e-194,0,0,1.69753e-08,-0.5
19.95,1.69753e-08,-1.39412e-194,0,0,6.99353e-09,-5.68451e-195,0,0,1.69753e-08,-0.5
19.9667,1.69753e-08,-6.9706e-195,0,0,6.99353e-09,-2.84226e-195,0,0,1.69753e-08,-0.5
19.9833,1.69753e-08,-3.4853e-195,0,0,6.99353e-09,-1.42113e-195,0,0,1.69753e-08,-0.5
20,1.69753e-08,-1.74265e-195,0,0,6.99353e-09,-7.10564e-196,0,0,1.69753e-08,-0.5
20.0167,1.69753e-08,-8.71325e-196,0,0,6.99353e-09,-3.55282e-196,0,0,1.69753e-08,-0.5
20.0333,1.69753e-08,-4.35663e-196,0,0,6.99353e-09,-1.77641e-196,0,0,1.69753e-08,-0.5
20.05,1.69753e-08,-2.17831e-196,0,0,6.99353e-09,-8.88205e-197,0,0,1.69753e-08,-0.5
20.0667,1.69753e-08,-1.08916e-196,0,0,6.99353e-09,-4.44102e-197,0,0,1.69753e-08,-0.5
20.0833,1.69753e-08,-5.44578e-197,0,0,6.99353e-09,-2.22051e-197,0,0,1.69753e-08,-0.5
20.1,1.69753e-08,-2.72289e-197,0,0,6.99353e-09,-1.11026e-197,0,0,1.69753e-08,-0.5
20.1167,1.69753e-08,-1.36145e-197,0,0,6.99353e-09,-5.55128e-198,0,0,1.69753e-08,-0.5
20.1333,1.69753e-08,-6.80723e-198,0,0,6.99353e-09,-2.77564e-198,0,0,1.69753e-08,-0.5
20.15,1.69753e-08,-3.40361e-198,0,0,6.99353e-09,-1.38782e-198,0,0,1.69753e-08,-0.5
20.1667,1.69753e-08,-1.70181e-198,0,0,6.99353e-09,-6.9391e-199,0,0,1.69753e-08,-0.5
20.1833,1.69753e-08,-8.50904e-199,0,0,6.99353e-09,-3.46955e-199,0,0,1.69753e-08,-0.5
20.2,1.69753e-08,-4.25452e-199,0,0,6.99353e-09,-1.73477e-199,0,0,1.69753e-08,-0.5
20.2167,1.69753e-08,-2.12726e-199,0,0,6.99353e-09,-8.67387e-200,0,0,1.69753e-08,-0.5
20.2333,1.69753e-08,-1.06363e-199,0,0,6.99353e-09,-4.33694e-200,0,0,1.69753e-08,-0.5
20.25,1.69753e-08,-5.31815e-200,0,0,6.99353e-09,-2.16847e-200,0,0,1.69753e-08,-0.5
20.2667,1.69753e-08,-2.65907e-200,0,0,6.99353e-09,-1.08423e-200,0,0,1.69753e-08,-0.5
20.2833,1.69753e-08,-1.32954e-200,0,0,6.99353e-09,-5.42117e-201,0,0,1.69753e-08,-0.5
20.3,1.69753e-08,-6.64769e-201,0,0,6.99353e-09,-2.71059e-201,0,0,1.69753e-08,-0.5
20.3167,1.69753e-08,-3.32384e-201,0,0,6.99353e-09,-1.35529e-201,0,0,1.69753e-08,-0.5
20.3333,1.69753e-08,-1.66192e-201,0,0,6.99353e-09,-6.77646e-202,0,0,1.69753e-08,-0.5
20.35,1.69753e-08,-8.30961e-202,0,0,6.99353e-09,-3.38823e-202,0,0,1.69753e-08,-0.5
20.3667,1.69753e-08,-4.1548e-202,0,0,6.99353e-09,-1.69412e-202,0,0,1.69753e-08,-0.5
20.3833,1.69753e-08,-2.0774e-202,0,0,6.99353e-09,-8.47058e-203,0,0,1.69753e-08,-0.5
20.4,1.69753e-08,-1.0387e-202,0,0,6.99353e-09,-4.23529e-203,0,0,1.69753e-08,-0.5
20.4167,1.69753e-08,-5.1935e-203,0,0,6.99353e-09,-2.11765e-203,0,0,1.69753e-08,-0.5
20.4333,1.69753e-08,-2.59675e-203,0,0,6.99353e-09,-1.05882e-203,0,0,1.69753e-08,-0.5
20.45,1.69753e-08,-1.29838e-203,0,0,6.99353e-09,-5.29411e-204,0,0,1.69753e-08,-0.5
20.4667,1.69753e-08,-6.49188e-204,0,0,6.99353e-09,-2.64706e-204,0,0,1.69753e-08,-0.5
20.4833,1.69753e-08,-3.24594e-204,0,0,6.99353e-09,-1.32353e-204,0,0,1.69753e-08,-0.5
20.5,1.69753e-08,-1.62297e-204,0,0,6.99353e-09,-6.61764e-205,0,0,1.69753e-08,-0.5
20.5167,1.69753e-08,-8.11485e-205,0,0,6.99353e-09,-3.30882e-205,0,0,1.69753e-08,-0.5
20.5333,1.69753e-08,-4.05743e-205,0,0,6.99353e-09,-1.65441e-205,0,0,1.69753e-08,-0.5
20.55,1.69753e-08,-2.02871e-205,0,0,6.99353e-09,-8.27205e-206,0,0,1.69753e-08,-0.5
20.5667,1.69753e-08,-1.01436e-205,0,0,6.99353e-09,-4.13603e-206,0,0,1.69753e-08,-0.5
20.5833,1.69753e-08,-5.07178e-206,0,0,6.99353e-09,-2.06801e-206,0,0,1.69753e-08,-0.5
