time,x,xdot,y,ydot,theta,thetadot,thrust,alpha,x_err,y_err
24.5,1.69753e-08,-9.18568e-277,0,0,6.99353e-09,-3.74545e-277,0,0,1.69753e-08,-0.5
24.5167,1.69753e-08,-4.59284e-277,0,0,6.99353e-09,-1.87273e-277,0,0,1.69753e-08,-0.5
24.5333,1.69753e-08,-2.29642e-277,0,0,6.99353e-09,-9.36363e-278,0,0,1.69753e-08,-0.5
24.55,1.69753e-08,-1.14821e-277,0,0,6.99353e-09,-4.68182e-278,0,0,1.69753e-08,-0.5
24.5667,1.69753e-08,-5.74105e-278,0,0,6.99353e-09,-2.34091e-278,0,0,1.69753e-08,-0.5
24.5833,1.69753e-08,-2.87053e-278,0,0,6.99353e-09,-1.17045e-278,0,0,1.69753e-08,-0.5
24.6,1.69753e-08,-1.43526e-278,0,0,6.99353e-09,-5.85227e-279,0,0,1.69753e-08,-0.5
24.6167,1.69753e-08,-7.17632e-279,0,0,6.99353e-09,-2.92613e-279,0,0,1.69753e-08,-0.5
24.6333,1.69753e-08,-3.58816e-279,0,0,6.99353e-09,-1.46307e-279,0,0,1.69753e-08,-0.5
24.65,1.69753e-08,-1.79408e-279,0,0,6.99353e-09,-7.31534e-280,0,0,1.69753e-08,-0.5
24.6667,1.69753e-08,-8.9704e-280,0,0,6.99353e-09,-3.65767e-280,0,0,1.69753e-08,-0.5
24.6833,1.69753e-08,-4.4852e-280,0,0,6.99353e-09,-1.82883e-280,0,0,1.69753e-08,-0.5
24.7,1.69753e-08,-2.2426e-280,0,0,6.99353e-09,-9.14417e-281,0,0,1.69753e-08,-0.5
24.7167,1.69753e-08,-1.1213e-280,0,0,6.99353e-09,-4.57209e-281,0,0,1.69753e-08,-0.5
24.7333,1.69753e-08,-5.6065e-281,0,0,6.99353e-09,-2.28604e-281,0,0,1.69753e-08,-0.5
24.75,1.69753e-08,-2.80325e-281,0,0,6.99353e-09,-1.14302e-281,0,0,1.69753e-08,-0.5
24.7667,1.69753e-08,-1.40162e-281,0,0,6.99353e-09,-5.71511e-282,0,0,1.69753e-08,-0.5
24.7833,1.69753e-08,-7.00812e-282,0,0,6.99353e-09,-2.85755e-282,0,0,1.69753e-08,-0.5
24.8,1.69753e-08,-3.50406e-282,0,0,6.99353e-09,-1.42878e-282,0,0,1.69753e-08,-0.5
24.8167,1.69753e-08,-1.75203e-282,0,0,6.99353e-09,-7.14388e-283,0,0,1.69753e-08,-0.5
24.8333,1.69753e-08,-8.76015e-283,0,0,6.99353e-09,-3.57194e-283,0,0,1.69753e-08,-0.5
24.85,1.69753e-08,-4.38008e-283,0,0,6.99353e-09,-1.78597e-283,0,0,1.69753e-08,-0.5
24.8667,1.69753e-08,-2.19004e-283,0,0,6.99353e-09,-8.92985e-284,0,0,1.69753e-08,-0.5
24.8833,1.69753e-08,-1.09502e-283,0,0,6.99353e-09,-4.46493e-284,0,0,1.69753e-08,-0.5
24.9,1.69753e-08,-5.47509e-284,0,0,6.99353e-09,-2.23246e-284,0,0,1.69753e-08,-0.5
24.9167,1.69753e-08,-2.73755e-284,0,0,6.99353e-09,-1.11623e-284,0,0,1.69753e-08,-0.5
24.9333,1.69753e-08,-1.36877e-284,0,0,6.99353e-09,-5.58116e-285,0,0,1.69753e-08,-0.5
24.95,1.69753e-08,-6.84387e-285,0,0,6.99353e-09,-2.79058e-285,0,0,1.69753e-08,-0.5
24.9667,1.69753e-08,-3.42193e-285,0,0,6.99353e-09,-1.39529e-285,0,0,1.69753e-08,-0.5
24.9833,1.69753e-08,-1.71097e-285,0,0,6.99353e-09,-6.97645e-286,0,0,1.69753e-08,-0.5
25,1.69753e-08,-8.55484e-286,0,0,6.99353e-09,-3.48822e-286,0,0,1.69753e-08,-0.5
25.0167,1.69753e-08,-4.27742e-286,0,0,6.99353e-09,-1.74411e-286,0,0,1.69753e-08,-0.5
25.0333,1.69753e-08,-2.13871e-286,0,0,6.99353e-09,-8.72056e-287,0,0,1.69753e-08,-0.5
25.05,1.69753e-08,-1.06935e-286,0,0,6.99353e-09,-4.36028e-287,0,0,1.69753e-08,-0.5
25.0667,1.69753e-08,-5.34677e-287,0,0,6.99353e-09,-2.18014e-287,0,0,1.69753e-08,-0.5
25.0833,1.69753e-08,-2.67339e-287,0,0,6.99353e-09,-1.09007e-287,0,0,1.69753e-08,-0.5
25.1,1.69753e-08,-1.33669e-287,0,0,6.99353e-09,-5.45035e-288,0,0,1.69753e-08,-0.5
25.1167,1.69753e-08,-6.68347e-288,0,0,6.99353e-09,-2.72518e-288,0,0,1.69753e-08,-0.5
25.1333,1.69753e-08,-3.34173e-288,0,0,6.99353e-09,-1.36259e-288,0,0,1.69753e-08,-0.5
25.15,1.69753e-08,-1.67087e-288,0,0,6.99353e-09,-6.81294e-289,0,0,1.69753e-08,-0.5
25.1667,1.69753e-08,-8.35433e-289,0,0,6.99353e-09,-3.40647e-289,0,0,1.69753e-08,-0.5
25.1833,1.69753e-08,-4.17717e-289,0,0,6.99353e-09,-1.70323e-289,0,0,1.69753e-08,-0.5
25.2,1.69753e-08,-2.08858e-289,0,0,6.99353e-09,-8.51617e-290,0,0,1.69753e-08,-0.5
25.2167,1.69753e-08,-1.04429e-289,0,0,6.99353e-09,-4.25809e-290,0,0,1.69753e-08,-0.5
25.2333,1.69753e-08,-5.22146e-290,0,0,6.99353e-09,-2.12904e-290,0,0,1.69753e-08,-0.5
25.25,1.69753e-08,-2.61073e-290,0,0,6.99353e-09,-1.06452e-290,0,0,1.69753e-08,-0.5
25.2667,1.69753e-08,-1.30536e-290,0,0,6.99353e-09,-5.32261e-291,0,0,1.69753e-08,-0.5
25.2833,1.69753e-08,-6.52682e-291,0,0,6.99353e-09,-2.6613e-291,0,0,1.69753e-08,-0.5
25.3,1.69753e-08,-3.26341e-291,0,0,6.99353e-09,-1.33065e-291,0,0,1.69753e-08,-0.5
25.3167,1.69753e-08,-1.63171e-291,0,0,6.99353e-09,-6.65326e-292,0,0,1.69753e-08,-0.5
25.3333,1.69753e-08,-8.15853e-292,0,0,6.99353e-09,-3.32663e-292,0,0,1.69753e-08,-0.5
25.35,1.69753e-08,-4.07926e-292,0,0,6.99353e-09,-1.66331e-292,0,0,1.69753e-08,-0.5
25.3667,1.69753e-08,-2.03963e-292,0,0,6.99353e-09,-8.31657e-293,0,0,1.69753e-08,-0.5
25.3833,1.69753e-08,-1.01982e-292,0,0,6.99353e-09,-4.15829e-293,0,0,1.69753e-08,-0.5
25.4,1.69753e-08,-5.09908e-293,0,0,6.99353e-09,-2.07914e-293,0,0,1.69753e-08,-0.5
25.4167,1.69753e-08,-2.54954e-293,0,0,6.99353e-09,-1.03957e-293,0,0,1.69753e-08,-0.5
25.4333,1.69753e-08,-1.27477e-293,0,0,6.99353e-09,-5.19786e-294,0,0,1.69753e-08,-0.5
25.45,1.69753e-08,-6.37385e-294,0,0,6.99353e-09,-2.59893e-294,0,0,1.69753e-08,-0.5
25.4667,1.69753e-08,-3.18692e-294,0,0,6.99353e-09,-1.29946e-294,0,0,1.69753e-08,-0.5
